age,income,credit_score,loan_amount,loan_term_months,loan_purpose,employment_type,education_level,debt_to_income_ratio,credit_history_years,previous_loans,interest_rate
36.8,73442.91,798.0,10365.56,48,education,full_time,associates,0.169,11.5,2,3.48
49.4,43086.35,778.0,20365.75,48,education,part_time,bachelor,0.403,26.8,2,4.66
18.0,2964.19,554.0,100664.67,12,business,unemployed,phd,1.0,0.0,0,16.95
32.1,21682.73,672.0,95953.27,240,home,retired,associates,0.303,14.1,4,4.16
44.3,63624.62,718.0,1832.49,60,education,self_employed,associates,0.302,10.8,1,6.27
33.5,48587.05,717.0,38003.1,48,auto,full_time,bachelor,0.505,6.8,2,7.1
73.0,75209.6,639.0,341209.64,240,home,self_employed,high_school,0.456,55.0,6,7.96
57.2,45040.8,758.0,30214.13,36,education,retired,high_school,0.354,38.5,4,3.91
41.6,80469.99,731.0,196942.15,180,home,full_time,master,0.772,20.7,3,6.18
36.1,41531.23,730.0,21579.96,60,auto,part_time,phd,0.844,17.5,3,7.52
25.5,31291.59,641.0,15546.27,60,education,retired,associates,0.395,0.0,0,8.69
43.0,5098.04,510.0,26227.04,60,medical,unemployed,bachelor,1.0,18.0,3,16.48
44.5,61922.63,401.0,224962.6,300,home,full_time,master,0.584,15.0,0,10.18
46.8,81935.62,718.0,83167.79,12,business,self_employed,master,1.0,16.8,3,8.1
24.0,31954.86,609.0,183415.91,300,home,retired,phd,0.476,6.0,1,8.53
50.2,52397.47,659.0,86239.98,300,home,part_time,phd,0.263,22.6,7,3.48
57.4,55087.36,606.0,1994.32,60,business,retired,master,0.413,31.6,3,8.49
32.0,12571.59,841.0,4092.77,12,education,part_time,bachelor,0.653,0.0,0,6.2
41.2,35808.25,747.0,18196.37,60,medical,retired,high_school,0.379,11.4,4,7.45
28.9,1500.0,628.0,17685.57,60,medical,unemployed,high_school,1.0,0.0,0,15.36
51.0,6659.79,489.0,7601.69,36,education,unemployed,master,0.686,23.6,6,15.55
30.3,40181.8,650.0,17816.2,60,education,retired,master,0.39,8.5,2,5.2
60.4,54814.19,639.0,26351.23,60,education,part_time,master,0.476,36.0,9,9.1
43.2,35082.42,502.0,25114.36,48,medical,retired,phd,0.469,13.9,3,11.94
53.2,51856.45,595.0,29292.62,24,education,part_time,phd,0.524,32.2,5,11.44
46.4,51862.53,753.0,104702.9,180,home,part_time,master,0.651,16.3,3,5.56
18.7,2563.52,787.0,13343.23,12,medical,unemployed,high_school,1.0,0.0,0,12.62
37.4,55072.69,641.0,1000.0,48,business,retired,bachelor,0.662,13.5,3,10.03
40.2,33289.45,697.0,1349.0,60,personal,self_employed,high_school,0.162,21.3,3,6.84
42.1,31512.08,583.0,8255.69,24,medical,full_time,bachelor,0.361,17.7,7,8.95
21.1,65956.04,688.0,126275.33,300,home,self_employed,master,0.393,0.0,0,6.72
45.9,44282.09,683.0,13735.8,36,education,retired,master,0.28,15.3,4,4.98
51.2,63934.48,750.0,8521.92,36,medical,full_time,high_school,0.224,26.3,9,3.23
69.1,9524.96,709.0,22709.9,60,medical,unemployed,master,0.555,45.7,8,13.42
22.9,61685.9,763.0,22184.61,48,auto,full_time,associates,0.271,3.5,2,4.25
29.1,58480.81,613.0,7472.51,48,medical,self_employed,master,0.412,10.2,4,9.45
35.0,67416.48,679.0,24999.17,24,medical,full_time,phd,0.344,17.0,5,5.84
30.3,26766.23,613.0,19404.92,48,medical,part_time,phd,0.527,4.5,1,10.9
41.5,80732.48,735.0,107721.0,48,business,self_employed,associates,0.623,16.3,3,8.15
57.6,39146.2,767.0,14230.02,60,personal,retired,high_school,0.469,33.0,2,7.3
60.1,52767.13,587.0,26818.98,12,education,retired,master,0.96,41.4,10,10.12
40.4,22152.12,683.0,9233.07,36,medical,retired,bachelor,0.559,10.4,6,7.96
42.4,40381.97,847.0,39554.98,60,auto,full_time,master,0.821,17.7,4,6.48
56.4,35673.06,794.0,82608.14,60,business,self_employed,high_school,0.561,26.0,3,7.67
38.9,30314.89,655.0,21697.06,48,education,retired,bachelor,0.46,10.6,2,8.1
64.4,49125.31,576.0,258343.36,300,home,retired,bachelor,0.489,32.4,3,10.72
35.8,47433.29,670.0,28840.93,48,personal,full_time,master,0.2,12.2,1,7.24
32.6,4476.66,721.0,21606.64,60,auto,unemployed,high_school,1.0,0.4,0,13.04
21.0,41994.53,688.0,20623.82,60,auto,self_employed,phd,0.539,0.0,0,9.82
39.6,47328.83,765.0,22868.37,12,personal,full_time,bachelor,0.617,16.5,0,7.81
26.9,63115.68,745.0,90768.5,60,business,full_time,bachelor,0.508,4.0,2,8.6
69.2,9140.4,632.0,12749.04,24,education,unemployed,high_school,1.0,39.3,8,13.44
37.7,24432.75,573.0,57343.25,60,business,self_employed,bachelor,0.732,12.0,1,12.04
36.3,53890.57,695.0,23194.5,36,auto,self_employed,master,0.289,4.3,1,6.74
46.2,36477.91,688.0,20572.83,36,auto,part_time,associates,0.524,21.5,3,8.04
52.8,9664.73,746.0,1000.0,60,medical,unemployed,phd,0.456,30.8,10,12.97
47.2,40906.98,808.0,16979.97,12,personal,full_time,high_school,0.652,25.4,2,8.13
30.0,16619.3,597.0,23983.75,48,personal,full_time,associates,0.759,5.0,1,12.79
35.3,45490.06,570.0,12215.14,36,education,full_time,high_school,0.357,3.6,2,8.28
47.4,35570.06,624.0,22622.4,24,personal,retired,high_school,0.538,23.7,7,10.42
34.8,19129.22,664.0,18248.44,60,auto,part_time,master,0.359,13.6,5,6.47
26.8,16207.45,668.0,10805.69,48,personal,retired,master,0.329,0.0,0,6.94
18.0,31664.17,431.0,29713.19,48,auto,self_employed,high_school,0.604,0.0,0,12.54
36.6,57526.27,685.0,330151.14,180,home,full_time,master,0.913,18.6,3,5.96
35.5,22096.44,521.0,18979.06,60,personal,retired,bachelor,0.477,10.6,2,12.86
48.5,52126.7,833.0,25144.17,60,auto,self_employed,master,0.404,20.2,4,6.23
45.4,20654.43,651.0,29288.23,36,auto,part_time,associates,0.799,17.0,3,7.8
41.9,53671.4,568.0,4641.07,60,personal,retired,master,0.26,7.9,1,10.05
53.3,86857.76,548.0,26061.24,36,auto,full_time,phd,0.281,22.3,5,8.49
60.0,124405.79,821.0,165004.17,360,home,full_time,phd,0.345,34.1,6,2.64
48.8,80657.28,709.0,51921.47,48,business,full_time,high_school,0.325,26.0,6,5.53
57.3,50756.46,655.0,3545.6,48,education,retired,bachelor,0.151,34.1,9,4.76
19.6,22346.08,711.0,14130.17,36,personal,self_employed,associates,0.305,0.0,0,7.8
31.6,67843.57,724.0,171653.8,360,home,retired,bachelor,0.519,5.1,1,6.65
51.1,48691.82,754.0,285657.01,360,home,part_time,associates,0.639,32.0,4,5.75
33.8,6709.22,640.0,15757.91,48,personal,unemployed,high_school,0.945,15.8,2,15.01
19.5,24443.5,659.0,26649.29,48,auto,part_time,phd,0.664,0.0,0,8.63
48.7,71021.78,594.0,22044.12,48,personal,self_employed,associates,0.335,26.7,2,10.44
48.8,65981.81,732.0,5717.31,48,personal,self_employed,bachelor,0.536,21.6,3,9.15
37.7,57312.81,605.0,214321.31,360,home,full_time,phd,0.586,14.3,0,7.18
55.2,54641.44,636.0,53952.86,48,business,self_employed,high_school,0.711,30.0,12,9.92
20.9,39675.98,513.0,11265.16,60,personal,self_employed,bachelor,0.302,0.0,0,11.33
52.4,30145.42,684.0,7274.8,12,education,part_time,associates,0.513,29.0,5,7.4
34.5,57103.5,672.0,16943.22,60,personal,full_time,phd,0.059,4.2,1,7.09
47.6,57571.06,564.0,26576.04,48,education,self_employed,high_school,0.606,16.3,1,11.57
52.6,79737.8,750.0,58848.04,24,business,retired,phd,0.618,28.6,5,8.16
43.0,25669.25,718.0,11625.79,24,education,part_time,associates,0.506,17.9,1,7.22
42.8,8451.83,527.0,248852.01,300,home,unemployed,phd,1.0,18.6,5,14.27
38.4,31903.83,680.0,52449.34,48,business,retired,bachelor,0.77,13.3,3,7.6
40.4,51091.85,680.0,10250.17,24,education,self_employed,associates,0.221,18.5,3,5.18
28.4,47488.97,609.0,16311.61,60,medical,full_time,bachelor,0.43,0.4,0,8.2
59.6,107606.19,556.0,20878.65,60,education,full_time,phd,0.567,33.7,4,10.14
27.5,24422.35,713.0,15962.99,12,education,self_employed,phd,0.986,0.0,0,7.97
51.6,48574.58,731.0,11912.53,48,personal,part_time,phd,0.326,30.1,9,6.37
47.6,36936.65,500.0,312859.41,360,home,retired,high_school,0.282,12.6,2,7.36
66.7,9464.97,641.0,19163.14,12,medical,unemployed,master,1.0,43.1,7,14.11
21.2,9000.0,655.0,15712.43,36,auto,part_time,high_school,0.861,3.2,0,9.19
45.5,39436.23,635.0,32847.84,60,business,part_time,bachelor,0.449,23.0,8,8.56
39.7,6349.43,618.0,4279.97,60,education,unemployed,master,0.449,14.6,8,11.87
30.5,32442.82,701.0,19892.23,60,auto,part_time,phd,0.436,10.1,0,6.3
45.2,64045.3,552.0,5358.02,36,medical,retired,master,0.028,16.0,1,8.48
31.6,33344.17,650.0,161331.37,180,home,self_employed,phd,0.49,7.4,3,7.41
53.9,41885.26,624.0,57846.27,24,business,retired,associates,0.691,34.9,9,9.79
18.0,24545.85,624.0,25248.61,60,personal,full_time,master,0.654,0.0,0,10.88
53.2,51462.15,675.0,10152.45,60,medical,full_time,high_school,0.345,28.7,6,5.83
53.9,100836.05,774.0,15233.4,12,personal,full_time,master,0.492,29.0,4,7.54
62.9,7386.09,544.0,16927.08,60,medical,unemployed,bachelor,0.675,38.5,10,15.91
54.9,98032.18,591.0,16948.96,48,medical,self_employed,phd,0.318,35.5,9,9.73
61.5,9965.9,633.0,38922.68,60,business,unemployed,phd,1.0,38.3,4,14.5
39.5,39266.69,728.0,20278.92,24,business,part_time,bachelor,0.718,18.3,2,9.03
45.6,33200.56,739.0,52600.84,36,business,retired,bachelor,0.94,27.6,10,8.46
21.9,17746.2,721.0,18985.09,24,personal,part_time,phd,0.827,0.0,0,9.45
49.4,67009.63,684.0,182108.82,180,home,full_time,bachelor,0.516,23.1,7,6.24
52.2,8307.22,514.0,1000.0,48,medical,unemployed,bachelor,0.147,23.7,6,14.22
38.6,43881.93,835.0,32211.62,72,auto,full_time,bachelor,0.461,20.5,3,6.35
52.5,36269.1,623.0,91491.72,60,business,retired,phd,0.728,34.5,8,10.25
50.3,6510.33,763.0,12002.71,48,education,unemployed,bachelor,0.597,32.3,6,11.2
32.6,5361.18,683.0,48067.33,36,business,unemployed,associates,1.0,9.6,2,13.46
68.0,36321.69,601.0,84022.41,60,business,part_time,bachelor,0.908,47.4,6,9.36
35.5,39275.91,542.0,1000.0,24,business,retired,high_school,0.248,15.1,4,8.45
65.3,72254.0,753.0,1000.0,60,business,self_employed,associates,0.359,38.4,7,6.39
36.7,50286.48,627.0,222130.49,180,home,self_employed,associates,0.505,10.8,2,8.71
37.7,6828.87,596.0,12577.8,36,medical,unemployed,associates,1.0,12.1,3,16.54
18.1,10500.0,514.0,18722.51,12,business,retired,high_school,1.0,0.0,0,13.03
42.7,18306.78,635.0,17546.04,48,personal,retired,bachelor,0.49,17.4,5,10.5
46.4,80417.23,844.0,13967.36,60,education,full_time,associates,0.189,20.1,4,2.34
36.5,9716.94,648.0,3726.65,12,business,part_time,high_school,0.675,4.5,0,11.61
38.0,35524.2,642.0,21144.94,60,personal,retired,associates,0.604,9.0,2,11.09
38.5,30336.98,706.0,10498.38,12,education,self_employed,high_school,0.547,9.2,1,7.82
58.6,6996.05,590.0,13687.57,48,education,unemployed,phd,0.859,38.5,6,15.61
32.6,55888.95,597.0,54615.43,36,business,self_employed,associates,0.547,13.7,3,11.86
18.1,15000.0,656.0,15093.02,36,auto,self_employed,master,0.554,0.0,0,9.21
49.9,61921.64,707.0,24927.72,60,medical,self_employed,associates,0.428,31.9,3,7.96
43.2,56796.11,689.0,23898.61,48,medical,full_time,master,0.473,25.2,9,8.07
60.3,22442.44,749.0,14638.52,12,education,part_time,associates,1.0,37.2,8,7.57
45.8,39404.14,576.0,265474.72,300,home,retired,master,0.498,24.6,6,9.62
41.7,95061.71,622.0,25394.62,36,auto,full_time,phd,0.23,14.2,4,6.54
52.6,103241.03,850.0,36347.21,60,auto,self_employed,master,0.315,27.6,11,4.27
18.0,15000.0,690.0,28179.61,180,home,self_employed,master,0.354,0.0,0,6.63
42.8,35002.2,633.0,7443.76,24,education,part_time,associates,0.542,9.0,5,8.92
40.6,63640.94,740.0,30224.64,60,auto,self_employed,phd,0.342,15.1,3,6.17
46.7,4265.66,331.0,39465.76,36,auto,unemployed,bachelor,1.0,15.4,2,15.73
42.9,38912.35,667.0,14585.69,48,auto,full_time,master,0.272,21.5,3,5.71
42.3,8048.15,668.0,132293.39,24,business,unemployed,phd,1.0,18.5,0,12.97
33.5,31863.73,836.0,28138.84,60,auto,part_time,phd,0.19,6.5,1,4.01
43.4,57977.34,689.0,295062.45,180,home,self_employed,high_school,0.415,17.2,3,5.48
51.7,3593.84,511.0,62559.27,48,business,unemployed,bachelor,1.0,18.8,8,16.51
54.8,5772.06,738.0,17917.69,60,medical,unemployed,master,0.963,34.8,7,13.59
56.0,6987.29,638.0,5450.31,48,medical,unemployed,bachelor,0.644,32.9,8,14.78
36.3,70206.99,802.0,36094.66,72,auto,self_employed,phd,0.295,14.0,2,5.22
39.3,64506.29,625.0,71213.18,48,business,self_employed,high_school,0.468,9.5,1,10.45
37.8,40146.7,752.0,22494.45,12,medical,retired,master,1.0,16.4,4,6.77
54.5,46761.65,676.0,13142.46,36,medical,retired,high_school,0.171,30.9,11,5.85
28.3,52832.79,768.0,13563.87,36,medical,retired,phd,0.535,3.9,1,7.24
35.7,53443.4,690.0,5010.51,12,personal,self_employed,master,0.531,4.9,1,10.38
70.5,73904.2,665.0,54689.38,48,business,retired,master,0.535,52.5,12,7.69
34.2,32333.48,675.0,24963.95,60,auto,retired,bachelor,0.481,9.4,0,7.44
48.7,83100.23,766.0,9228.47,12,education,self_employed,bachelor,0.466,24.0,7,6.1
40.4,29684.9,709.0,252486.5,360,home,full_time,high_school,0.558,13.7,1,5.79
23.3,35950.64,615.0,216704.31,360,home,retired,high_school,0.544,0.0,0,7.81
19.9,14175.9,656.0,9176.4,36,medical,part_time,master,0.463,1.9,0,8.88
48.0,31185.4,587.0,190005.26,180,home,part_time,master,0.962,8.9,2,9.87
27.8,37107.14,566.0,201069.33,240,home,full_time,associates,0.624,7.1,1,10.26
45.9,60036.53,632.0,6775.46,12,medical,full_time,associates,0.488,12.4,2,9.97
25.7,29783.34,665.0,28266.32,72,auto,retired,high_school,0.406,0.0,0,6.41
38.8,37463.79,611.0,159377.57,240,home,part_time,associates,0.751,12.9,5,7.82
48.2,84068.61,766.0,80461.45,12,business,self_employed,master,0.957,17.3,2,7.44
30.2,35574.49,628.0,25875.87,36,business,self_employed,phd,0.783,12.2,4,10.58
33.9,29514.92,550.0,186974.19,300,home,part_time,master,0.372,12.5,0,7.98
25.0,3871.59,560.0,58717.41,36,business,unemployed,high_school,1.0,7.0,1,16.35
45.5,27263.83,559.0,16042.86,24,personal,self_employed,high_school,0.607,22.4,4,13.42
56.2,98733.02,692.0,50477.23,24,business,full_time,phd,0.559,29.9,10,7.85
36.4,3730.88,582.0,14681.73,72,auto,unemployed,associates,0.822,13.6,5,15.77
37.2,27023.18,583.0,22296.19,48,education,part_time,high_school,0.803,13.2,4,10.78
56.9,22328.57,480.0,11802.18,12,medical,retired,bachelor,1.0,32.0,9,11.12
50.1,88806.92,569.0,56613.63,180,home,self_employed,phd,0.239,26.4,3,7.86
51.3,66699.01,640.0,12052.63,36,education,full_time,high_school,0.166,33.3,5,5.64
33.3,46659.72,592.0,113515.45,24,business,full_time,phd,1.0,3.5,0,11.76
28.4,44725.72,774.0,13811.56,48,medical,full_time,high_school,0.397,10.4,4,4.91
53.0,53832.07,676.0,30799.89,36,medical,part_time,master,0.571,34.7,6,8.61
49.4,41926.52,734.0,232183.52,360,home,retired,phd,0.367,27.9,5,4.3
34.8,7577.54,690.0,98715.84,12,business,unemployed,phd,1.0,7.2,2,12.97
25.9,11206.73,602.0,411534.32,360,home,part_time,associates,1.0,7.9,0,8.18
50.9,83524.04,717.0,12100.78,60,education,full_time,phd,0.294,21.1,4,4.58
51.5,63866.96,584.0,12218.21,36,medical,self_employed,master,0.523,33.5,5,12.75
27.1,26074.36,644.0,18875.29,12,medical,full_time,phd,0.846,4.5,0,10.9
41.6,43966.58,603.0,10065.16,12,personal,retired,master,0.656,21.6,4,10.79
32.2,62970.28,662.0,10059.94,24,medical,self_employed,phd,0.35,8.0,1,7.15
30.5,33875.01,689.0,214602.11,360,home,retired,bachelor,0.269,2.6,0,3.98
34.7,50543.21,695.0,13365.54,48,medical,self_employed,bachelor,0.468,9.2,2,9.55
45.2,63720.96,618.0,8923.94,12,business,self_employed,high_school,0.394,26.6,3,9.62
49.4,54982.31,634.0,19993.19,36,auto,part_time,phd,0.316,22.2,4,7.11
45.9,28380.15,674.0,28781.02,60,medical,full_time,bachelor,0.203,24.3,5,5.42
41.7,6683.31,586.0,41288.51,12,business,unemployed,bachelor,1.0,22.1,3,16.35
40.9,35589.5,774.0,92309.37,60,business,self_employed,associates,0.739,22.9,9,7.7
26.7,16319.24,630.0,326227.79,300,home,full_time,phd,1.0,1.3,0,8.17
34.4,37052.86,793.0,30980.09,12,medical,self_employed,high_school,1.0,13.7,1,7.59
52.2,88624.85,753.0,33882.57,72,auto,full_time,phd,0.233,25.6,6,3.66
56.3,32805.44,743.0,10984.85,60,medical,part_time,associates,0.285,29.9,7,5.69
44.7,51229.43,729.0,177760.58,240,home,full_time,bachelor,0.375,12.3,4,4.57
39.2,81715.94,733.0,97108.87,60,business,full_time,phd,0.238,21.2,4,4.4
38.0,31244.15,692.0,22142.72,24,medical,part_time,high_school,0.777,14.2,3,9.42
48.7,28099.33,711.0,5710.04,12,medical,part_time,high_school,0.665,22.4,3,9.34
42.3,51183.3,655.0,27871.21,60,business,full_time,master,0.304,19.8,3,6.86
29.8,21612.01,647.0,162920.36,180,home,retired,bachelor,1.0,4.0,2,8.57
39.8,6130.86,547.0,18469.22,60,education,unemployed,high_school,0.984,7.1,1,16.43
24.2,33355.4,643.0,15378.65,72,auto,full_time,bachelor,0.654,0.0,0,9.37
31.7,3737.4,605.0,20624.44,12,personal,unemployed,master,1.0,2.9,0,14.84
39.7,28361.44,720.0,42553.11,60,auto,retired,associates,0.55,21.6,7,7.24
36.8,58102.39,658.0,22218.61,24,education,full_time,bachelor,0.549,7.4,1,7.04
38.1,48284.59,685.0,128186.23,300,home,full_time,master,0.314,18.4,2,3.97
35.6,5204.84,660.0,40039.37,60,auto,unemployed,bachelor,1.0,11.9,2,12.79
50.5,34730.77,560.0,46742.48,24,business,part_time,associates,1.0,23.5,5,12.5
29.7,26233.46,615.0,20081.21,36,auto,full_time,associates,0.435,11.7,2,6.96
41.9,4346.06,638.0,23647.9,36,auto,unemployed,associates,1.0,18.0,4,13.94
45.3,58574.22,649.0,171102.27,180,home,full_time,phd,0.574,25.5,10,7.06
40.2,65570.98,689.0,20385.27,60,medical,full_time,bachelor,0.461,13.1,2,7.99
50.8,4250.97,476.0,11008.17,48,medical,unemployed,master,0.99,32.5,2,16.37
40.7,24555.79,673.0,16760.83,60,auto,part_time,bachelor,0.448,18.0,6,7.43
20.7,3131.84,552.0,76092.86,24,business,unemployed,associates,1.0,0.0,0,16.65
50.6,27771.58,499.0,4793.03,12,medical,retired,bachelor,0.468,29.0,8,10.21
48.1,31906.64,654.0,21654.35,48,medical,part_time,associates,0.587,25.3,5,9.3
46.9,41325.04,657.0,15298.68,36,medical,full_time,associates,0.419,28.9,3,6.99
34.4,4845.19,631.0,206368.95,240,home,unemployed,master,1.0,10.0,2,12.17
45.5,44078.03,750.0,22306.24,12,education,full_time,bachelor,0.891,24.5,3,6.53
30.8,63193.05,647.0,19015.16,60,education,self_employed,associates,0.675,2.3,1,10.68
36.1,4031.53,595.0,26582.86,24,medical,unemployed,bachelor,1.0,11.5,3,16.29
18.0,17530.18,691.0,38237.61,36,auto,full_time,master,1.0,0.0,0,8.44
49.3,6559.31,761.0,47046.64,24,business,unemployed,bachelor,1.0,28.7,5,12.57
38.5,43811.01,535.0,199441.29,300,home,full_time,bachelor,0.487,7.0,1,10.14
42.3,47298.56,650.0,48369.46,36,business,part_time,master,0.503,9.5,2,10.43
30.7,24596.36,707.0,60283.52,12,business,retired,master,1.0,12.7,7,7.43
22.5,26838.35,595.0,16179.95,24,education,full_time,high_school,0.923,0.0,0,10.5
36.0,63667.96,654.0,69544.32,60,business,full_time,bachelor,0.544,11.3,2,8.46
20.7,31584.72,672.0,19099.43,72,auto,full_time,high_school,0.179,0.0,0,6.61
35.4,48411.43,598.0,16724.37,48,personal,retired,associates,0.502,10.3,3,12.14
37.7,87518.6,708.0,19055.86,36,auto,self_employed,bachelor,0.201,3.6,0,6.18
47.6,40994.59,766.0,282914.15,240,home,part_time,master,0.593,22.3,5,4.35
18.0,22248.74,668.0,29738.11,24,business,part_time,phd,1.0,0.0,0,9.71
54.1,7442.16,613.0,19140.25,48,education,unemployed,high_school,1.0,36.1,8,13.33
26.4,3608.28,583.0,20299.55,48,auto,unemployed,high_school,1.0,0.0,0,16.39
67.8,5853.58,719.0,25546.56,72,auto,unemployed,associates,0.937,36.2,9,12.96
39.6,10140.83,651.0,44046.31,24,business,part_time,master,1.0,6.2,0,9.99
31.7,47216.55,590.0,39230.62,60,auto,self_employed,master,0.497,0.0,0,13.27
39.5,59040.5,694.0,18339.38,60,medical,full_time,bachelor,0.311,16.1,3,5.93
36.5,22885.11,632.0,27246.14,36,auto,self_employed,high_school,0.974,13.9,3,9.83
31.1,4106.38,554.0,40142.4,24,business,unemployed,phd,1.0,0.0,0,18.15
37.6,27542.54,709.0,13350.0,60,personal,part_time,master,0.24,4.9,4,7.61
35.8,14574.14,630.0,14862.06,48,auto,retired,bachelor,0.446,9.3,0,7.53
53.8,6305.06,556.0,15089.27,48,education,unemployed,high_school,0.834,24.8,2,15.01
29.4,37131.72,560.0,40426.46,48,business,retired,bachelor,0.724,2.6,0,13.11
52.3,50620.03,776.0,6118.72,48,medical,full_time,master,0.447,22.2,6,5.21
63.9,46572.69,559.0,12974.81,48,personal,part_time,bachelor,0.189,45.9,10,9.37
46.9,48151.69,623.0,8408.2,24,education,part_time,associates,0.309,15.2,3,6.32
45.3,70466.28,589.0,35642.28,12,business,full_time,associates,0.986,22.8,5,11.86
39.4,5240.86,610.0,9030.85,60,medical,unemployed,high_school,0.637,13.8,4,14.66
44.1,3315.01,530.0,22530.05,48,education,unemployed,high_school,1.0,16.6,4,15.88
50.3,98401.53,749.0,33264.56,48,business,full_time,phd,0.272,23.2,3,5.39
45.5,82985.19,658.0,1000.0,12,education,full_time,bachelor,0.434,25.1,7,6.47
43.1,31847.78,735.0,20438.98,60,auto,part_time,phd,0.707,14.3,2,8.51
53.3,47430.57,660.0,18516.08,12,medical,part_time,master,0.72,24.3,7,8.79
31.2,3227.11,785.0,29450.26,36,medical,unemployed,high_school,1.0,1.4,0,12.77
36.7,4948.09,694.0,4945.86,60,education,unemployed,bachelor,0.383,9.8,1,11.08
39.3,4670.35,669.0,1000.0,24,business,unemployed,high_school,0.167,11.0,3,10.86
58.8,60949.21,751.0,13985.63,48,personal,part_time,phd,0.578,34.1,8,7.22
39.6,63315.97,587.0,69901.49,36,business,full_time,high_school,0.671,16.0,4,11.21
40.8,69650.72,614.0,6233.81,48,personal,full_time,associates,0.406,9.2,2,8.6
35.0,22451.8,477.0,5916.45,60,education,retired,master,0.449,3.7,1,9.88
44.1,41919.77,825.0,10669.64,36,education,full_time,bachelor,0.351,25.7,3,3.31
46.6,30281.67,579.0,10126.91,36,medical,retired,high_school,0.201,13.7,5,8.58
26.8,39175.98,616.0,67757.36,36,business,full_time,high_school,0.874,0.0,0,9.52
40.1,45119.05,543.0,46354.03,300,home,retired,phd,0.35,8.1,1,7.96
29.5,20604.54,632.0,9238.7,60,medical,part_time,master,0.4,2.6,1,9.38
55.5,50777.32,680.0,11532.55,24,medical,retired,high_school,0.355,26.1,5,5.86
42.5,46271.5,597.0,18200.33,36,auto,self_employed,bachelor,0.507,17.0,2,11.49
30.2,45277.92,584.0,20140.59,24,medical,retired,phd,0.268,3.7,0,9.87
49.2,72960.6,685.0,7961.04,36,personal,self_employed,bachelor,0.216,31.2,6,7.92
55.8,7490.47,599.0,1942.05,12,personal,unemployed,associates,0.457,27.6,7,16.7
63.3,66674.84,647.0,10566.28,48,personal,self_employed,high_school,0.39,40.8,10,8.88
22.2,30547.91,667.0,5660.82,12,education,retired,phd,0.373,3.0,1,6.81
46.1,41491.05,659.0,16349.78,60,medical,retired,phd,0.413,21.5,8,7.37
18.0,3399.28,550.0,31382.15,36,education,unemployed,master,1.0,0.0,0,16.62
45.9,39434.36,802.0,32443.78,12,business,part_time,high_school,1.0,27.9,4,7.32
68.3,6142.71,628.0,15551.19,60,auto,unemployed,high_school,0.819,39.4,14,13.94
28.6,21244.83,711.0,13436.63,60,auto,full_time,high_school,0.374,1.4,1,5.88
43.7,29232.46,588.0,112555.61,24,business,part_time,high_school,1.0,14.4,2,12.2
42.0,52115.85,591.0,19030.88,12,medical,retired,bachelor,0.678,21.1,5,11.58
18.0,4053.75,770.0,5044.51,60,medical,unemployed,master,0.535,0.0,0,12.82
42.0,4811.62,581.0,14306.45,48,personal,unemployed,bachelor,1.0,11.1,3,17.17
31.4,30061.84,651.0,9317.74,24,personal,full_time,phd,0.361,7.2,1,8.34
18.0,15349.83,481.0,20138.64,60,auto,full_time,high_school,0.627,0.0,0,12.7
53.0,48017.98,562.0,36653.5,36,personal,retired,phd,0.714,31.0,3,11.66
41.9,46826.62,584.0,10691.79,60,medical,retired,phd,0.573,16.3,3,12.74
30.1,4558.5,636.0,29621.29,36,business,unemployed,associates,1.0,12.1,1,14.84
42.5,28300.72,650.0,5759.76,24,personal,part_time,associates,0.516,12.5,4,9.4
64.7,46734.11,753.0,66857.92,36,business,part_time,master,0.921,35.9,8,6.97
44.9,50379.27,728.0,33990.42,60,auto,full_time,master,0.794,22.3,3,7.56
42.1,5603.79,621.0,21247.05,48,auto,unemployed,master,1.0,22.5,5,13.97
35.2,76773.39,504.0,32843.67,48,auto,self_employed,associates,0.514,12.9,5,11.79
37.8,20036.2,687.0,19356.4,36,auto,part_time,bachelor,0.397,10.1,3,6.37
50.5,98586.37,737.0,21893.19,24,education,self_employed,high_school,0.515,18.4,4,8.19
25.6,38582.98,505.0,17087.18,24,personal,self_employed,phd,0.51,0.0,0,13.72
41.3,21639.71,583.0,12892.88,12,medical,retired,bachelor,0.851,15.0,1,12.38
51.4,63750.41,591.0,20866.5,60,auto,self_employed,master,0.55,15.7,0,11.03
59.5,73696.91,798.0,28921.28,60,auto,retired,phd,0.078,41.5,11,2.97
18.0,31919.83,633.0,55040.77,48,business,full_time,high_school,0.618,0.0,0,10.23
35.7,5634.48,562.0,26327.29,24,personal,unemployed,bachelor,1.0,12.2,3,17.09
42.9,45873.37,770.0,4980.71,36,education,retired,high_school,0.179,14.0,2,3.65
33.8,3493.67,666.0,14661.2,60,personal,unemployed,master,1.0,8.2,1,15.08
35.2,16480.46,539.0,18481.5,48,medical,retired,bachelor,0.482,16.6,3,11.48
55.7,86581.99,712.0,20315.2,48,medical,full_time,master,0.543,30.4,4,7.06
52.0,36424.2,735.0,6523.85,60,medical,part_time,high_school,0.287,29.0,5,5.4
18.0,42268.0,672.0,290199.84,360,home,self_employed,high_school,0.463,0.0,0,8.2
50.3,33332.14,707.0,19810.76,36,business,part_time,associates,0.474,24.9,8,8.68
60.2,66687.11,594.0,529671.75,240,home,self_employed,high_school,0.48,25.3,8,9.36
